#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-08-21 09:19:19
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-08-21 09:19:18 GET / - 207.46.13.214 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 8209 274
2018-08-21 20:47:28 GET /css/style.css - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 429
2018-08-21 20:47:28 GET /css/bootstrap.min.css - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 437
2018-08-21 20:47:29 GET /css/jQuery.lightninBox.css - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 442
2018-08-21 20:47:29 GET /js/modernizr.custom.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 423
2018-08-21 20:47:29 GET /js/main.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 871 411
2018-08-21 20:47:29 GET /js/SmoothScroll.min.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3749 423
2018-08-21 20:47:29 GET /js/jQuery.lightninBox.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3081 425
2018-08-21 20:47:29 GET /js/cbpFWTabs.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1208 416
2018-08-21 20:47:30 GET /fonts/fontawesome-webfont.woff2 - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 504
2018-08-21 20:47:30 GET /js/boot_slider.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 2045 418
2018-08-21 20:47:30 GET /css/images/cd-top-arrow.svg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 477
2018-08-21 20:47:30 GET /images/logo.png - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 452
2018-08-21 20:47:30 GET /js/bootstrap.min.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 13266 420
2018-08-21 20:47:30 GET /fonts/fontawesome-webfont.woff - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 503
2018-08-21 20:47:32 GET /js/jquery.min.js - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 43185 417
2018-08-21 20:47:35 GET /fonts/fontawesome-webfont.ttf - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 152629 502
2018-08-21 20:47:44 GET /images/banner1.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 455
2018-08-21 20:47:45 GET /images/banner2.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 455
2018-08-21 20:47:48 GET /images/team4.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 453
2018-08-21 20:47:48 GET /images/team2.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 453
2018-08-21 20:47:52 GET /images/team3.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 453
2018-08-21 20:47:55 GET /images/banner3.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 455
2018-08-21 20:47:55 GET /images/work-img1.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 457
2018-08-21 20:48:01 GET /images/team1.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 453
2018-08-21 20:48:01 GET /images/banner5.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 680331 455
2018-08-21 20:48:06 GET /images/banner4.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 455
2018-08-21 20:48:08 GET /images/work-img2.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 457
2018-08-21 20:48:19 GET /images/work-img3.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 457
2018-08-21 20:48:24 GET /images/work-img5.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 457
2018-08-21 20:48:24 GET /images/work-img4.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 946466 457
2018-08-21 20:48:25 GET /images/info.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 465
2018-08-21 20:48:29 GET /images/work-img6.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 457
2018-08-21 20:48:31 GET /images/work-img7.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 457
2018-08-21 20:48:33 GET /images/xtra_logo.png - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 26596 457
2018-08-21 20:48:39 GET /images/work-img8.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 457
2018-08-21 20:48:41 GET /images/work-img10.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 524288 458
2018-08-21 20:48:41 GET /images/work-img12.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 589824 458
2018-08-21 20:48:41 GET /images/work-img11.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 393216 458
2018-08-21 20:48:41 GET /images/work-img9.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 524288 457
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-08-21 21:04:43
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-08-21 21:04:42 GET /robots.txt - 46.229.168.81 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 404 1424 218
2018-08-21 21:04:43 GET / - 46.229.168.66 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 8228 207
2018-08-21 21:09:18 GET / - 46.229.168.78 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/2~bl;++http://www.semrush.com/bot.html) - 200 8228 207
2018-08-21 21:20:58 GET /images/work-img12.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 961465 458
2018-08-21 21:21:06 GET /images/work-img11.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 891396 458
2018-08-21 21:21:07 GET /images/work-img9.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1018615 457
2018-08-21 21:21:07 GET /images/work-img10.jpg - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 968132 458
2018-08-21 21:21:08 GET /favicon.ico - 118.148.66.9 HTTP/1.1 Mozilla/5.0+(Linux;+Android+8.0.0;+SAMSUNG+SM-G965F+Build/R16NW)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/7.2+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 404 1405 448
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-08-21 22:26:38
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-08-21 22:26:37 GET / - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=2ahUKEwiIwdGlmP_cAhVW62EKHUanAI0QFjABegQIBhAB&url=http%3A%2F%2Fwww.kaiparatavern.co.nz%2F&usg=AOvVaw1qwbqiX1Q2vznJjSWkHxZg 200 8209 470
2018-08-21 22:26:37 GET /css/team.css - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 1027 289
2018-08-21 22:26:37 GET /css/jQuery.lightninBox.css - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 1481 303
2018-08-21 22:26:37 GET /js/modernizr.custom.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 4923 319
2018-08-21 22:26:37 GET /css/font-awesome.min.css - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 8118 301
2018-08-21 22:26:37 GET /js/SmoothScroll.min.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 3749 319
2018-08-21 22:26:38 GET /js/main.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 871 307
2018-08-21 22:26:38 GET /css/style.css - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 11722 290
2018-08-21 22:26:38 GET /js/jQuery.lightninBox.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 3081 321
2018-08-21 22:26:38 GET /css/bootstrap.min.css - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 27990 298
2018-08-21 22:26:38 GET /js/cbpFWTabs.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 1208 312
2018-08-21 22:26:38 GET /js/boot_slider.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 2045 314
2018-08-21 22:26:38 GET /js/bootstrap.min.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 13266 316
2018-08-21 22:26:38 GET /images/logo.png - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 9464 340
2018-08-21 22:26:38 GET /fonts/fontawesome-webfont.eot - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 404 1405 337
2018-08-21 22:26:38 GET /css/images/cd-top-arrow.svg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 404 1405 352
2018-08-21 22:26:38 GET /js/jquery.min.js - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 43185 313
2018-08-21 22:26:38 GET /fonts/fontawesome-webfont.woff - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 404 1405 345
2018-08-21 22:26:40 GET /images/team2.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 920251 341
2018-08-21 22:26:40 GET /images/team1.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 982372 341
2018-08-21 22:26:41 GET /images/info.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 729150 340
2018-08-21 22:26:41 GET /images/team3.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 843003 341
2018-08-21 22:26:41 GET /images/work-img3.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 943143 345
2018-08-21 22:26:41 GET /images/work-img4.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 946466 345
2018-08-21 22:26:42 GET /images/team4.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 957546 341
2018-08-21 22:26:42 GET /images/work-img7.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 1067450 345
2018-08-21 22:26:43 GET /images/work-img2.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 1001601 345
2018-08-21 22:26:43 GET /fonts/fontawesome-webfont.ttf - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 152629 344
2018-08-21 22:26:44 GET /images/work-img5.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 869467 345
2018-08-21 22:26:45 GET /images/xtra_logo.png - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 26596 345
2018-08-21 22:26:45 GET /images/banner2.jpg - 103.224.161.241 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.kaiparatavern.co.nz/ 200 46855 343
