#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-22 08:23:24
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-22 08:23:23 GET / - 115.198.205.168 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+9_1+like+Mac+OS+X)+AppleWebKit/601.1.46+(KHTML,+like+Gecko)+Version/9.0+Mobile/13B143+Safari/601.1 - 200 8209 342
2017-08-22 21:58:00 GET / - 64.246.161.42 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en;+rv:1.9.0.13)+Gecko/2009073022+Firefox/3.5.2+(.NET+CLR+3.5.30729)+SurveyBot/2.3+(DomainTools) http://whois.domaintools.com/kaiparatavern.co.nz 200 8209 497
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-22 22:34:42
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-22 22:34:42 GET / - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 android-app://com.google.android.googlequicksearchbox 200 8209 503
2017-08-22 22:34:42 GET /css/font-awesome.min.css - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8118 408
2017-08-22 22:34:42 GET /css/jQuery.lightninBox.css - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 410
2017-08-22 22:34:42 GET /css/team.css - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1027 396
2017-08-22 22:34:43 GET /js/modernizr.custom.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 391
2017-08-22 22:34:43 GET /css/style.css - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 397
2017-08-22 22:34:43 GET /css/bootstrap.min.css - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 405
2017-08-22 22:34:43 GET /js/main.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 871 379
2017-08-22 22:34:43 GET /js/SmoothScroll.min.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3749 391
2017-08-22 22:34:43 GET /js/jQuery.lightninBox.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3081 393
2017-08-22 22:34:43 GET /js/cbpFWTabs.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1208 384
2017-08-22 22:34:43 GET /js/bootstrap.min.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 13266 388
2017-08-22 22:34:43 GET /js/jquery.min.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 43185 385
2017-08-22 22:34:44 GET /css/images/cd-top-arrow.svg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 445
2017-08-22 22:34:44 GET /js/boot_slider.js - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 2045 386
2017-08-22 22:34:44 GET /images/logo.png - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 420
2017-08-22 22:34:49 GET /images/team2.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 421
2017-08-22 22:34:49 GET /images/banner2.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 423
2017-08-22 22:34:49 GET /images/team1.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 421
2017-08-22 22:34:50 GET /images/banner1.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 423
2017-08-22 22:34:50 GET /images/team3.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 421
2017-08-22 22:34:52 GET /images/work-img2.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 425
2017-08-22 22:34:53 GET /images/banner3.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 423
2017-08-22 22:34:53 GET /images/work-img3.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 425
2017-08-22 22:34:56 GET /images/work-img4.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 946466 425
2017-08-22 22:34:56 GET /images/banner4.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 423
2017-08-22 22:34:56 GET /images/work-img5.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 425
2017-08-22 22:34:58 GET /images/work-img6.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 425
2017-08-22 22:34:58 GET /images/team4.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 421
2017-08-22 22:34:58 GET /images/work-img8.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 425
2017-08-22 22:35:00 GET /images/work-img1.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 425
2017-08-22 22:35:00 GET /images/xtra_logo.png - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 26596 425
2017-08-22 22:35:01 GET /images/work-img7.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 425
2017-08-22 22:35:01 GET /images/work-img10.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 968132 426
2017-08-22 22:35:01 GET /fonts/fontawesome-webfont.woff2 - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 472
2017-08-22 22:35:01 GET /images/work-img12.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 961465 426
2017-08-22 22:35:02 GET /fonts/fontawesome-webfont.woff - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 471
2017-08-22 22:35:02 GET /images/work-img9.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1018615 425
2017-08-22 22:35:02 GET /fonts/fontawesome-webfont.ttf - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 152629 470
2017-08-22 22:35:03 GET /images/banner5.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 680331 423
2017-08-22 22:35:04 GET /images/work-img11.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 891396 426
2017-08-22 22:35:05 GET /images/info.jpg - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 433
2017-08-22 22:35:07 GET /favicon.ico - 122.59.228.28 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J500Y+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.125+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 404 1405 416
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-22 23:06:02
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-22 23:06:02 GET / - 180.76.15.158 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-23 02:11:17
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-23 02:11:17 GET /robots.txt - 162.210.196.129 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 404 1405 167
2017-08-23 02:11:19 GET / - 162.210.196.129 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 200 34836 344
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-23 02:42:13
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-23 02:42:13 GET /robots.txt - 66.249.79.12 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 237
2017-08-23 02:42:13 GET / - 66.249.79.12 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 8209 300
2017-08-23 02:49:10 GET /robots.txt - 46.229.164.101 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 213
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-23 04:35:11
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-23 04:35:11 GET /images/work-img8.jpg - 66.249.79.12 HTTP/1.1 Googlebot-Image/1.0 - 200 915658 207
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-08-23 05:31:41
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-08-23 05:31:41 GET /js/main.js - 180.76.15.24 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 890 235
2017-08-23 05:31:41 GET /js/ - 180.76.15.20 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8317 215
