#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-27 09:18:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-27 09:18:49 GET / - 42.236.99.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/50.0.2661.102+Safari/537.36;+360Spider http://www.crossroadsbar.co.nz/ 200 6996 327
2019-06-27 16:09:19 GET /robots.txt - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2019-06-27 16:09:19 GET /robots.txt - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2019-06-27 16:09:20 GET /robots.txt - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2019-06-27 16:09:20 GET /robots.txt - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2019-06-27 16:09:20 GET /robots.txt - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 256
2019-06-27 16:09:24 GET /cdn.fancybar.net/ac/fancybar6a2f.js - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 327
2019-06-27 16:09:25 GET /images/border.png - 207.46.13.28 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 3286 263
2019-06-27 16:09:29 GET /css/iconeffects.css - 40.77.167.42 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 3470 265
2019-06-27 16:09:29 GET /js/easing.js - 40.77.167.42 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 1740 258
2019-06-27 16:09:29 GET /js/jquery.swipebox.min.js - 40.77.167.42 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 2872 271
2019-06-27 16:09:29 GET /js/move-top.js - 40.77.167.42 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 1080 260
2019-06-27 16:09:29 GET /pagead2.googlesyndication.com/pagead/js/f.txt - 40.77.167.42 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 291
2019-06-27 16:09:34 GET /css/bootstrap.css - 207.46.13.151 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 27109 263
2019-06-27 16:09:34 GET /css/swipebox.css - 207.46.13.151 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 200 1525 262
2019-06-27 16:09:34 GET /www.google-analytics.com/analytics.js - 207.46.13.151 HTTP/1.1 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) - 404 1405 283
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-27 16:32:15
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-27 16:32:15 GET /robots.txt - 216.244.66.230 HTTP/1.1 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.opensiteexplorer.org/dotbot,+help@moz.com) - 404 1405 230
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-27 16:50:18
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-27 16:50:17 GET /images/g8.jpg - 216.244.66.230 HTTP/1.1 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.opensiteexplorer.org/dotbot,+help@moz.com) - 200 48224 233
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2019-06-27 17:52:07
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2019-06-27 17:52:07 GET /robots.txt - 54.36.148.251 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/6.1;++http://ahrefs.com/robot/) - 404 1405 184
