#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 07:22:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 07:22:26 GET / - 46.229.170.197 HTTP/1.1 Mozilla/5.0+(X11;+U;+Linux+x86_64;+en-US;+rv:1.9.2a1pre)+Gecko/20090405+Firefox/3.6a1pre - 200 13738 162
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 08:09:38
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 08:09:39 GET /js/animated-headline.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 2209 352
2017-03-16 08:09:39 GET /js/bootstrap.min.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 13266 348
2017-03-16 08:09:39 GET /js/custom.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1191 341
2017-03-16 08:09:40 GET /js/isotope.pkgd.min.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 13789 351
2017-03-16 08:09:40 GET /img/logo.png - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 22564 366
2017-03-16 08:09:40 GET /img/bg.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/css/style.css 200 95902 377
2017-03-16 08:09:42 GET /js/jquery-2.1.1.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 97203 347
2017-03-16 08:09:42 GET /ionicons/fonts/ionicons.ttf - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ionicons/css/ionicons.min.css 200 188773 431
2017-03-16 08:09:50 GET /img/img3.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1188783 366
2017-03-16 08:09:54 GET /img/img3_1.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1125686 368
2017-03-16 08:10:01 GET /img/img4.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1243133 366
2017-03-16 08:10:01 GET /img/img6.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1235277 366
2017-03-16 08:10:03 GET /img/img7.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1155627 366
2017-03-16 08:10:03 GET /img/img5.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1134136 366
2017-03-16 08:10:08 GET /img/img8.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1146016 366
2017-03-16 08:10:09 GET / - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 304 210 501
2017-03-16 08:10:10 GET /img/img2.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 1114112 366
2017-03-16 08:10:10 GET /img/img2.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 206 306 427
2017-03-16 08:10:10 GET /img/img9.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 206 304 425
2017-03-16 08:10:10 GET /img/img10.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 206 304 426
2017-03-16 08:10:10 GET /img/img9.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 393216 366
2017-03-16 08:10:10 GET /img/img10.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 200 524288 367
2017-03-16 08:10:12 GET /img/img2.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 206 124268 427
2017-03-16 08:10:18 GET /img/img10.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 206 458272 427
2017-03-16 08:10:23 GET /img/img9.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 206 655660 426
2017-03-16 08:10:23 GET /favicon.ico - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 http://www.palacehotel.co.nz/ 404 1405 365
2017-03-16 08:10:25 GET / - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 - 200 3376 369
2017-03-16 08:10:25 GET /css/style.css - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 5918 347
2017-03-16 08:10:26 GET /js/menu.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1168 329
2017-03-16 08:10:26 GET /js/bootstrap.min.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 13266 338
2017-03-16 08:10:26 GET /js/animated-headline.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 2209 342
2017-03-16 08:10:26 GET /js/isotope.pkgd.min.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 13789 341
2017-03-16 08:10:26 GET /js/custom.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1191 331
2017-03-16 08:10:26 GET /js/jquery-2.1.1.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 97203 337
2017-03-16 08:10:27 GET /js/modernizr.js - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 19903 334
2017-03-16 08:10:27 GET /ionicons/css/ionicons.min.css - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 10932 363
2017-03-16 08:10:27 GET /css/bootstrap.min.css - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 27806 355
2017-03-16 08:10:30 GET /img/logo.png - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 22564 331
2017-03-16 08:10:34 GET /ionicons/fonts/ionicons.ttf - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 188773 354
2017-03-16 08:10:44 GET /img/img3.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1188783 331
2017-03-16 08:10:46 GET /img/img4.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1243133 331
2017-03-16 08:10:48 GET /img/img5.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1134136 331
2017-03-16 08:10:49 GET /img/img2.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1266298 331
2017-03-16 08:10:54 GET /img/img3_1.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1125686 333
2017-03-16 08:10:54 GET /img/img6.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1235277 331
2017-03-16 08:10:56 GET /img/bg.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 95902 329
2017-03-16 08:11:02 GET /img/img8.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1146016 331
2017-03-16 08:11:03 GET /img/img7.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1155627 331
2017-03-16 08:11:08 GET /img/img9.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1089855 331
2017-03-16 08:11:14 GET /img/img10.jpg - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 200 1018686 332
2017-03-16 08:11:15 GET /favicon.ico - 121.98.220.153 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/602.4.8+(KHTML,+like+Gecko)+Version/10.0.3+Safari/602.4.8 http://www.palacehotel.co.nz/ 404 1405 330
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 09:01:05
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 09:01:05 GET /robots.txt - 46.229.164.99 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 211
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 11:02:07
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 11:02:06 GET / - 52.39.65.247 HTTP/1.1 Mozilla/5.0 - 200 13738 142
2017-03-16 11:02:12 GET / - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz 200 2707 181
2017-03-16 11:02:12 GET /index.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz 200 2707 191
2017-03-16 11:02:13 GET /about.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/index.html 200 5709 202
2017-03-16 11:02:13 GET /services.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/about.html 200 7369 205
2017-03-16 11:02:15 GET /portfolio.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/services.html 200 12622 209
2017-03-16 11:02:20 GET /contact.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/portfolio.html 200 6391 208
2017-03-16 11:02:26 GET /index.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/contact.html 200 2707 204
2017-03-16 11:02:26 GET /index.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/index.html#0 200 2707 204
2017-03-16 11:02:27 GET /about.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/index.html# 200 5709 203
2017-03-16 11:02:38 GET /about.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/about.html#0 200 5709 204
2017-03-16 11:02:38 GET /services.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/about.html# 200 7369 206
2017-03-16 11:02:44 GET /services.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/services.html#0 200 2484 210
2017-03-16 11:02:44 GET /portfolio.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/services.html# 200 12622 210
2017-03-16 11:02:45 GET /portfolio.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/portfolio.html#0 200 2114 212
2017-03-16 11:02:50 GET /contact.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/portfolio.html# 200 6391 209
2017-03-16 11:02:56 GET /contact.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/contact.html#0 200 2134 208
2017-03-16 11:02:56 GET /index.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/contact.html# 200 2707 205
2017-03-16 11:02:58 GET /about.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/index.html 200 5709 202
2017-03-16 11:03:13 GET /portfolio.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/about.html 200 2114 206
2017-03-16 11:03:18 GET /contact.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/portfolio.html 200 2134 208
2017-03-16 11:03:23 GET /index.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/contact.html 200 2707 204
2017-03-16 11:03:29 GET /index.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/index.html#0 200 2707 204
2017-03-16 11:03:35 GET /about.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/index.html# 200 5709 203
2017-03-16 11:03:40 GET /about.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/about.html#0 200 2324 204
2017-03-16 11:03:41 GET /services.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/about.html# 200 2484 206
2017-03-16 11:03:41 GET /services.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/services.html#0 200 2484 210
2017-03-16 11:03:41 GET /portfolio.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/services.html# 200 2114 210
2017-03-16 11:03:42 GET /portfolio.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/portfolio.html#0 200 2114 212
2017-03-16 11:03:42 GET /contact.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/portfolio.html# 200 2134 209
2017-03-16 11:03:42 GET /contact.html - 52.39.65.247 HTTP/1.1 Mozilla/5.0 http://www.palacehotel.co.nz/contact.html#0 200 2134 208
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 13:03:48
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 13:03:48 GET /robots.txt - 141.8.142.13 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 191
2017-03-16 13:03:52 GET /img/logo.png - 141.8.142.13 HTTP/1.1 Mozilla/5.0+(compatible;+YandexImages/3.0;++http://yandex.com/bots) - 200 22564 240
2017-03-16 13:03:58 GET /img/img6.jpg - 93.158.152.7 HTTP/1.1 Mozilla/5.0+(compatible;+YandexImages/3.0;++http://yandex.com/bots) - 200 1235277 240
2017-03-16 13:04:00 GET /img/img5.jpg - 141.8.142.13 HTTP/1.1 Mozilla/5.0+(compatible;+YandexImages/3.0;++http://yandex.com/bots) - 200 1134136 240
2017-03-16 13:04:06 GET /img/img8.jpg - 141.8.142.13 HTTP/1.1 Mozilla/5.0+(compatible;+YandexImages/3.0;++http://yandex.com/bots) - 200 1146016 240
2017-03-16 13:04:08 GET /img/img9.jpg - 178.154.189.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexImages/3.0;++http://yandex.com/bots) - 200 1089855 240
2017-03-16 13:19:01 GET / - 178.154.189.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 13738 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 15:11:52
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 15:11:51 GET / - 180.76.15.29 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 3395 219
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 16:15:10
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 16:15:10 HEAD /wp-login.php - 54.174.78.206 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-us;+rv:1.7.12)+Gecko/20050919+Firefox/1.0.7 - 404 160 174
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 17:47:34
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 17:47:34 GET /robots.txt - 66.249.65.27 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 231
2017-03-16 17:47:34 GET /img/img3_1.jpg - 66.249.65.27 HTTP/1.1 Googlebot-Image/1.0 - 304 211 249
2017-03-16 17:55:10 GET /img/img2.jpg - 164.132.161.75 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 200 1266298 184
2017-03-16 17:55:19 GET /robots.txt - 151.80.39.185 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 404 1405 182
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 19:19:50
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-03-16 19:19:50 GET /contact.html - 178.154.189.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 200 2565 237
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-03-16 19:37:41
