#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 07:25:44
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 07:25:44 GET / - 185.156.177.59 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.2;+WOW64;+x64)+AppleWebKit/530.65.12+(KHTML,+like+Gecko)+Chrome/55.1.5310.0048+Safari/532.04+OPR/41.9.4598.9226 http://ngateahotel.co.nz/ 200 13748 304
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 08:30:23
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 08:30:23 HEAD /upgrade-network.php - 47.106.157.151 HTTP/1.1 - - 404 0 109
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 08:53:09
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 11:02:22 GET /images/gallery/gallery-2.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Mobile/15E302+[FBAN/FBIOS;FBAV/174.0.0.48.98;FBBV/110921384;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/11.3.1;FBSS/2;FBCR/SparkNZ;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/111869219] - 200 16758 516
2018-06-06 11:02:22 GET /images/gallery/gallery-3.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Mobile/15E302+[FBAN/FBIOS;FBAV/174.0.0.48.98;FBBV/110921384;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/11.3.1;FBSS/2;FBCR/SparkNZ;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/111869219] - 200 14699 516
2018-06-06 11:02:23 GET /images/gallery/gallery-1.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Mobile/15E302+[FBAN/FBIOS;FBAV/174.0.0.48.98;FBBV/110921384;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/11.3.1;FBSS/2;FBCR/SparkNZ;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/111869219] - 200 16100 516
2018-06-06 11:02:23 GET /images/gallery/gallery-4.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Mobile/15E302+[FBAN/FBIOS;FBAV/174.0.0.48.98;FBBV/110921384;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/11.3.1;FBSS/2;FBCR/SparkNZ;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/111869219] - 200 14402 516
2018-06-06 11:02:33 GET /images/team/member-2.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Mobile/15E302+[FBAN/FBIOS;FBAV/174.0.0.48.98;FBBV/110921384;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/11.3.1;FBSS/2;FBCR/SparkNZ;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/111869219] - 200 594701 512
2018-06-06 11:14:09 GET /style.css - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 17822 361
2018-06-06 11:14:09 GET /css/colors.css - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 10501 366
2018-06-06 11:14:09 GET / - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 https://www.google.co.nz/ 200 103142 423
2018-06-06 11:14:09 GET /js/prettyphoto/css/prettyPhoto.css - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 20163 386
2018-06-06 11:14:10 GET /images/logo-big.png - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16600 414
2018-06-06 11:14:10 GET /images/blog/blog-1.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 14403 417
2018-06-06 11:14:10 GET /images/logo-big.png - 69.63.188.198 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 200 16600 222
2018-06-06 11:14:10 GET /css/bootstrap/css/bootstrap.min.css - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 97587 387
2018-06-06 11:14:10 GET /css/bootstrap/js/bootstrap.min.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 27990 370
2018-06-06 11:14:10 GET /js/jquery.easing.min.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 7308 360
2018-06-06 11:14:10 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 22334 376
2018-06-06 11:14:12 GET /js/jquery.form.min.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 11390 358
2018-06-06 11:14:12 GET /js/jquery.isotope.min.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 16218 361
2018-06-06 11:14:12 GET /js/contactform.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 4238 354
2018-06-06 11:14:12 GET /images/logo-big.png - 69.63.188.197 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 200 16600 222
2018-06-06 11:14:12 GET /js/init.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 3636 347
2018-06-06 11:14:13 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 404 1405 390
2018-06-06 11:14:13 GET /js/jquery.flexslider-min.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 21685 364
2018-06-06 11:14:14 GET /images/logo-big.png - 69.63.188.214 HTTP/1.1 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) - 200 16600 222
2018-06-06 11:14:14 GET /images/events/event-2.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 0 420
2018-06-06 11:14:16 GET /images/events/event-1.jpg - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 131072 420
2018-06-06 11:14:18 GET /js/jquery.nicescroll.min.js - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 0 364
2018-06-06 11:14:18 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 203.109.200.206 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_3+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.ngateahotel.co.nz/ 200 0 389
2018-06-06 11:22:20 GET /images/favicon.ico - 124.197.14.179 HTTP/1.1 Mozilla/5.0+(Linux;+Android+7.1.1;+SAMSUNG+SM-N950F+Build/NMF26X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+SamsungBrowser/6.4+Chrome/56.0.2924.87+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 404 1405 428
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 12:03:52
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 12:03:52 GET /robots.txt - 66.249.70.23 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2018-06-06 12:03:54 GET / - 66.249.66.155 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+Nexus+5X+Build/MMB29P)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2272.96+Mobile+Safari/537.36+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 103142 424
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 12:24:45
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 12:24:45 GET /robots.txt - 108.59.8.70 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 404 1405 169
2018-06-06 12:24:47 GET / - 108.59.8.70 HTTP/1.1 Mozilla/5.0+(compatible;+MJ12bot/v1.4.8;+http://mj12bot.com/) - 200 103142 346
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 14:01:59
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 14:01:59 HEAD /upgrade-network.php - 110.83.60.156 HTTP/1.1 - - 404 179 109
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 14:19:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 14:19:27 GET /images/gallery/gallery-2.jpg - 54.36.148.216 HTTP/1.1 Mozilla/5.0+(compatible;+AhrefsBot/5.2;++http://ahrefs.com/robot/) - 200 16758 200
2018-06-06 14:26:41 GET / - 66.249.66.153 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 13729 298
2018-06-06 14:26:46 GET /style.css - 66.249.66.153 HTTP/1.1 Mozilla/5.0+AppleWebKit/537.36+(KHTML,+like+Gecko;+compatible;+Googlebot/2.1;++http://www.google.com/bot.html)+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5866 378
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 16:55:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 16:55:27 GET /js/jquery.form.min.js - 180.76.15.151 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 5529 244
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-06 17:57:28
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-06 17:57:28 GET / - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.ngateahotel.co.nz%2F&h=ATNVULaNVtb-qsUTuW8GNNqwPTgmwDcVpg2c_nFF9Kp9zo1u_ByGCJVQmIVRycs0gv25lTsU_DHdDkEOuXaiWfV_gUmCDKyWTg6ViL7ic_TYz8KCPPO5RcXhM10jVg 200 13729 598
2018-06-06 17:57:29 GET /style.css - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5866 343
2018-06-06 17:57:29 GET /css/colors.css - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 3308 348
2018-06-06 17:57:29 GET /js/prettyphoto/css/prettyPhoto.css - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 4101 368
2018-06-06 17:57:29 GET /css/bootstrap/css/bootstrap.min.css - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 22905 369
2018-06-06 17:57:29 GET /css/bootstrap/js/bootstrap.min.js - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 9762 352
2018-06-06 17:57:29 GET /js/jquery.easing.min.js - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 2644 342
2018-06-06 17:57:29 GET /js/jquery.isotope.min.js - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 6559 343
2018-06-06 17:57:29 GET /js/jquery.flexslider-min.js - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 8289 346
2018-06-06 17:57:29 GET /js/jquery.form.min.js - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5510 340
2018-06-06 17:57:29 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 8007 358
2018-06-06 17:57:29 GET /js/contactform.js - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1385 336
2018-06-06 17:57:29 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 404 1405 445
2018-06-06 17:57:29 GET /js/init.js - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1800 329
2018-06-06 17:57:30 GET /js/jquery.nicescroll.min.js - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 21445 346
2018-06-06 17:57:30 GET /images/toggle-plus.png - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1206 386
2018-06-06 17:57:30 GET /images/logo-big.png - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16600 374
2018-06-06 17:57:30 GET /images/blog/blog-1.jpg - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14403 377
2018-06-06 17:57:30 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 200 29775 444
2018-06-06 17:57:30 GET /images/bkgs/section-bkg.jpg - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 130166 382
2018-06-06 17:57:30 GET /images/toggle-minus.png - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1196 387
2018-06-06 17:57:30 GET /images/bkgs/home-bkg.jpg - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 275939 379
2018-06-06 17:57:30 GET /images/events/event-4.jpg - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16101 380
2018-06-06 17:57:30 GET /images/events/event-1.jpg - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 608557 380
2018-06-06 17:57:30 GET /images/events/event-3.jpg - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 598125 380
2018-06-06 17:57:31 GET /images/team/member-1.jpg - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 593475 379
2018-06-06 17:57:31 GET /images/team/member-3.jpg - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 587295 379
2018-06-06 17:57:31 GET /images/events/event-2.jpg - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 595360 380
2018-06-06 17:57:31 GET /images/gallery/gallery-1.jpg - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16100 383
2018-06-06 17:57:31 GET /images/gallery/gallery-2.jpg - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16758 383
2018-06-06 17:57:31 GET /images/team/member-2.jpg - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 594701 379
2018-06-06 17:57:31 GET /images/gallery/gallery-4.jpg - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14402 383
2018-06-06 17:57:31 GET /images/gallery/gallery-5.jpg - 66.220.151.182 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 18116 383
2018-06-06 17:57:31 GET /images/gallery/gallery-3.jpg - 66.220.151.176 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14699 383
2018-06-06 17:57:31 GET /images/gallery/gallery-6.jpg - 66.220.151.178 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 200 20196 383
2018-06-06 17:57:31 GET /images/icon-facebook.png - 66.220.151.180 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1874 388
2018-06-06 17:57:31 GET /images/flexslider-arrows.png - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1827 392
2018-06-06 17:57:31 GET /images/favicon.ico - 66.220.151.183 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/66.0.3359.181+Safari/537.36 http://www.ngateahotel.co.nz/ 404 1405 373
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.149 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.151 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.144 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.147 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.146 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.147 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.145 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.151 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.147 HTTP/1.1 - - 200 14403 109
2018-06-06 17:58:02 GET /images/blog/blog-1.jpg - 66.220.156.145 HTTP/1.1 - - 200 14403 109
