#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 08:10:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 08:10:54 GET / - 180.76.15.136 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 304 229 308
2017-11-25 09:42:35 GET /js/jquery.easing.min.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 2644 369
2017-11-25 09:42:35 GET /js/jquery.form.min.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 5510 367
2017-11-25 09:42:35 GET /js/contactform.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1385 363
2017-11-25 09:42:35 GET /js/prettyphoto/js/jquery.prettyPhoto.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 8007 385
2017-11-25 09:42:36 GET /js/jquery.isotope.min.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 6559 370
2017-11-25 09:42:36 GET /js/init.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 1800 356
2017-11-25 09:42:36 GET /js/jquery.flexslider-min.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 8289 373
2017-11-25 09:42:36 GET /css/bootstrap/js/bootstrap.min.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 9762 379
2017-11-25 09:42:36 GET /js/jquery.nicescroll.min.js - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 21445 373
2017-11-25 09:42:36 GET /images/blog/blog-1.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14403 404
2017-11-25 09:42:36 GET /images/events/event-4.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16101 407
2017-11-25 09:42:42 GET /images/bkgs/home-bkg.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 275939 406
2017-11-25 09:42:49 GET /images/events/event-3.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 598125 407
2017-11-25 09:42:50 GET /images/gallery/gallery-1.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16100 410
2017-11-25 09:42:51 GET /images/team/member-2.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 594701 406
2017-11-25 09:42:52 GET /images/gallery/gallery-2.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 16758 410
2017-11-25 09:42:52 GET /images/gallery/gallery-3.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14699 410
2017-11-25 09:42:52 GET /images/events/event-2.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 595360 407
2017-11-25 09:42:52 GET /images/gallery/gallery-4.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 14402 410
2017-11-25 09:42:52 GET /images/gallery/gallery-5.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 18116 410
2017-11-25 09:42:53 GET /images/toggle-plus.png - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1206 413
2017-11-25 09:42:53 GET /images/gallery/gallery-6.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 20196 410
2017-11-25 09:42:53 GET /images/icon-facebook.png - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1874 415
2017-11-25 09:42:53 GET /images/toggle-minus.png - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1196 414
2017-11-25 09:42:53 GET /images/flexslider-arrows.png - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/style.css 200 1827 419
2017-11-25 09:42:54 GET /css/bootstrap/fonts/glyphicons-halflings-regular.woff - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 404 1405 472
2017-11-25 09:42:54 GET /images/team/member-1.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 593475 406
2017-11-25 09:42:54 GET /css/bootstrap/fonts/glyphicons-halflings-regular.ttf - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/css/bootstrap/css/bootstrap.min.css 200 29775 471
2017-11-25 09:42:56 GET /images/bkgs/section-bkg.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 130166 409
2017-11-25 09:42:58 GET /images/events/event-1.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 608557 407
2017-11-25 09:43:03 GET /images/team/member-3.jpg - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 200 587295 406
2017-11-25 09:43:05 GET /images/favicon.ico - 119.224.31.15 HTTP/1.1 Mozilla/5.0+(Linux;+Android+6.0.1;+ZTE+Blade+A462+Build/MMB29M)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/62.0.3202.84+Mobile+Safari/537.36 http://www.ngateahotel.co.nz/ 404 1405 400
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 10:02:58
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 10:02:58 GET / - 54.219.178.100 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - 200 13729 205
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 10:58:50
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 10:58:50 GET / - 168.1.128.37 HTTP/1.1 - - 200 103142 40
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 11:20:36
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 11:20:36 GET /robots.txt - 216.244.66.196 HTTP/1.1 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.opensiteexplorer.org/dotbot,+help@moz.com) - 404 1405 228
2017-11-25 11:28:55 GET / - 216.244.66.196 HTTP/1.1 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.opensiteexplorer.org/dotbot,+help@moz.com) - 200 103142 218
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 12:33:59
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 12:33:58 GET /robots.txt - 64.246.165.150 HTTP/1.0 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en;+rv:1.9.0.13)+Gecko/2009073022+Firefox/3.5.2+(.NET+CLR+3.5.30729)+SurveyBot/2.3+(DomainTools) - 404 1424 294
2017-11-25 12:34:08 GET / - 64.246.165.150 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en;+rv:1.9.0.13)+Gecko/2009073022+Firefox/3.5.2+(.NET+CLR+3.5.30729)+SurveyBot/2.3+(DomainTools) http://whois.domaintools.com/ngateahotel.co.nz 200 65536 491
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 13:54:49
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 13:54:49 GET /robots.txt - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 191
2017-11-25 13:54:53 GET /images/favicon.ico - 5.45.207.33 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - 404 1405 243
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 15:50:28
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 15:50:28 GET /robots.txt - 46.229.164.101 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 211
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 17:10:13
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 17:10:12 GET / - 158.69.127.133 HTTP/1.1 Mozilla/5.0+(compatible;+Dataprovider.com;) - 200 103161 123
2017-11-25 17:10:19 GET /robots.txt - 158.69.127.133 HTTP/1.1 Mozilla/5.0+(compatible;+Dataprovider.com;) - 404 1424 133
2017-11-25 17:10:19 GET /sitemap.xml - 158.69.127.133 HTTP/1.1 Mozilla/5.0+(compatible;+Dataprovider.com;) - 404 1424 134
2017-11-25 17:10:25 GET / - 158.69.127.133 HTTP/1.1 Mozilla/5.0+(compatible;+Dataprovider.com;) - 200 103161 123
2017-11-25 17:10:36 GET / - 158.69.127.133 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-G925F+Build/LMY47X)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/45.0.2454.94+Mobile+Safari/537.36 - 200 103161 217
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 17:27:02
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 17:27:02 GET /robots.txt - 66.249.79.21 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 235
2017-11-25 17:27:02 GET /general.html - 66.249.79.25 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 310
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-25 19:42:01
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-25 19:42:01 GET /webapps/site/89914/230892/info/galleryExpose3x10.html - 66.249.79.21 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 1405 380
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-26 04:06:21
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-26 04:06:21 HEAD / - 188.165.200.217 HTTP/1.1 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+NT+5.0) - 200 249 122
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-11-26 05:41:00
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2017-11-26 05:41:00 GET /robots.txt - 46.229.164.101 HTTP/1.1 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - 404 1424 211
